Date,Wind Speed,Wind Direction,City
2007-01-01,15.828559052388131,126.34435954837603,Multan
2007-01-02,13.29826415083463,318.9071435626378,Islamabad
2007-01-03,0.35055619358461687,97.04305511470785,Peshawar
2007-01-04,28.486280966688767,234.41083107513012,Gujranwala
2007-01-05,17.19867036047244,233.57097030453738,Rawalpindi
2007-01-06,6.437091145023333,56.6943094357413,Karachi
2007-01-07,4.902146668048745,354.4021850841362,Faisalabad
2007-01-08,23.194796524891245,,Lahore
2007-01-09,24.732226614169807,209.31879113227237,Sukkur
2007-01-10,23.80213938022931,155.0451093917909,Faisalabad
2007-01-11,16.406508948713793,215.51281875935098,Sialkot
2007-01-12,20.636549183690544,339.0247496739678,Islamabad
2007-01-13,2.144637610059318,334.29035941792995,Islamabad
2007-01-14,110.12735461043295,150.72534357261907,Islamabad
2007-01-15,10.372037595930552,104.13349958618669,Rawalpindi
2007-01-16,19.95985467506304,265.7047771447802,Quetta
2007-01-17,12.131088162923424,222.74491267284338,Islamabad
2007-01-18,20.130775639828222,285.5844870142213,Peshawar
2007-01-19,0.14190759423207355,661.4283451685963,Rawalpindi
2007-01-20,9.004287290927879,,Sukkur
2007-01-21,17.96561901342824,128.3353356460334,Multan
2007-01-22,14.264187506237274,277.8588670171315,Quetta
2007-01-23,10.27505110696493,198.41772118337929,Gujranwala
2007-01-24,0.007391307973912964,302.6165495149264,Rawalpindi
2007-01-25,20.935010588491245,147.18341635761885,Quetta
2007-01-26,9.535769802514825,267.4316638092723,Sialkot
2007-01-27,23.17490844220663,23.863464585299926,Rawalpindi
2007-01-28,18.321192619554736,235.7629853408904,Sialkot
2007-01-29,18.98337310234854,94.70312941584884,Peshawar
2007-01-30,5.503715046688886,299.1782067587696,Islamabad
2007-01-31,2.6699467703273525,142.0853550748822,Islamabad
2007-02-01,7.392941064654394,57.933528935137964,Faisalabad
2007-02-02,23.41502852581572,351.77081343202184,Rawalpindi
2007-02-03,19.649459730731476,308.46878637151167,Quetta
2007-02-04,2.9630045922229256,286.0643125005152,Quetta
2007-02-05,248.3300332380596,286.44179022837784,Sialkot
2007-02-06,28.22969898459134,60.67313838857612,Lahore
2007-02-07,21.489313869751644,230.76905840919227,Islamabad
2007-02-08,6.768488029535455,142.7280315159537,Gujranwala
2007-02-09,11.489780271947577,317.21923206343416,Gujranwala
2007-02-10,11.709876922003145,60.44028673910389,Sukkur
2007-02-11,19.8697893421132,143.21063523773176,Sukkur
2007-02-12,0.8044632725173462,163.97051703982214,Gujranwala
2007-02-13,18.366677923983598,52.436554606116225,Sukkur
2007-02-14,206.89540074156304,171.30848144409953,Quetta
2007-02-15,17.80590766858513,355.35815169362894,Quetta
2007-02-16,23.067660238279515,301.05623213495545,Sialkot
2007-02-17,2.6661368450064495,29.422321043002807,Lahore
2007-02-18,15.037202515486474,271.6772600868624,Lahore
2007-02-19,27.515519851346372,47.10738082661106,Islamabad
2007-02-20,17.697369328732503,180.45612164466093,Lahore
2007-02-21,9.279568102828588,643.9301923446924,Sialkot
2007-02-22,0.7957426653021182,225.57427412352266,Faisalabad
2007-02-23,7.146472800581298,248.98726887111889,Lahore
2007-02-24,2.738605340570528,35.21595372323663,Lahore
2007-02-25,11.692876122004597,31.541057989767225,Gwadar
2007-02-26,14.908900111738149,180.95358786146247,Sialkot
2007-02-27,9.976939232953177,193.93148758194687,Rawalpindi
2007-02-28,7.018573388747099,812.3079470611178,Karachi
2007-03-01,14.683499626429803,714.5870170142343,Gujranwala
2007-03-02,10.76708165550127,191.29181710774913,Faisalabad
2007-03-03,18.144957249112224,230.43992709772382,Karachi
2007-03-04,6.873333906700518,35.55824510680239,Sialkot
2007-03-05,11.150204013265988,287.34744534683006,Lahore
2007-03-06,29.56412878471924,274.76356029932197,Islamabad
2007-03-07,23.58328036118297,21.030044079031185,Lahore
2007-03-08,3.350155354330088,333.2196991190779,Peshawar
2007-03-09,27.82945327867263,279.0279790618582,Peshawar
2007-03-10,29.60878782883663,56.026994401047354,Lahore
2007-03-11,7.4027666394117375,327.1554790861749,Rawalpindi
2007-03-12,22.832673141785662,339.99616036103623,Multan
2007-03-13,8.395641031697368,214.0333476704576,Sukkur
2007-03-14,,241.40871812302726,Lahore
2007-03-15,19.715843604460733,226.09263890239458,Gwadar
2007-03-16,23.79385497729045,101.92521717066899,Peshawar
2007-03-17,23.898165203196324,958.8237167091813,Sukkur
2007-03-18,3.595073678708145,227.2902365822866,Sialkot
2007-03-19,20.41692333880426,199.19261363568603,Multan
2007-03-20,19.872643949149982,105.99880361669096,Islamabad
2007-03-21,15.700065965527683,319.3501579350529,Sialkot
2007-03-22,8.880909757158967,262.76402165113745,Islamabad
2007-03-23,14.952827331015504,,Islamabad
2007-03-24,19.750502004002666,196.3807641732669,Gwadar
2007-03-25,25.579875134453097,334.6643987020443,Lahore
2007-03-26,5.850917657177765,85.97413394076835,Gujranwala
2007-03-27,210.58750929624114,315.29353458197215,Karachi
2007-03-28,1.5446404952070514,156.18925453980913,Karachi
2007-03-29,103.09285742869348,262.0889483834218,Sukkur
2007-03-30,3.489097524870778,275.3301689267053,Multan
2007-03-31,12.266407805491097,121.42902126726138,Lahore
2007-04-01,29.390628867585367,12.995872420283018,Multan
2007-04-02,8.12229308609707,67.74206963942453,Rawalpindi
2007-04-03,5.635507330847338,147.73322157303977,Islamabad
2007-04-04,6.708433410801975,291.7708091556531,Sukkur
2007-04-05,13.04792853848037,169.95143063656957,Islamabad
2007-04-06,22.99522425383583,,Rawalpindi
2007-04-07,3.0677811903141086,126.65852995885,Faisalabad
2007-04-08,28.87130415412587,302.7184513989298,Peshawar
2007-04-09,2.2893941258907278,284.4933127910327,Multan
2007-04-10,,221.3265324821652,Sialkot
2007-04-11,8.975534885821915,173.92887633294887,Rawalpindi
2007-04-12,3.511000322590677,112.72919347455525,Sialkot
2007-04-13,26.078362467751454,315.0162707119726,Gujranwala
2007-04-14,28.67164106419923,80.61947337569957,Faisalabad
2007-04-15,4.450279014700946,1.7540460309703354,Peshawar
